chamado_id,hospital_id,equipamento_id,falha_id,tecnico_id,tipo_chamado,status,data_abertura,data_fechamento,prioridade,descricao,tempo_resposta_horas
199,13,199,159,21,corretiva,concluido,2026-05-07 16:19:00,2026-05-08 03:19:00,baixo,Parada por falha em ultrassom. Prioridade baixo.,11
200,13,200,160,7,corretiva,atribuido,2026-05-28 09:11:00,,medio,Parada por falha em angiografia. Prioridade medio.,
201,13,201,161,3,corretiva,concluido,2026-02-15 02:19:00,2026-02-15 12:19:00,medio,Parada por falha em tc. Prioridade medio.,10
202,13,202,162,44,corretiva,concluido,2026-02-12 18:31:00,2026-02-13 02:31:00,medio,Parada por falha em raio x. Prioridade medio.,8
203,13,203,,56,preventiva,concluido,2026-03-04 12:00:00,2026-03-05 12:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: MTBF proximo do vencimento. Prioridade alto.,24
204,13,204,,32,preventiva,concluido,2026-02-23 18:00:00,2026-02-25 00:00:00,alto,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade alto.,30
205,13,205,163,31,corretiva,concluido,2026-02-02 00:22:00,2026-02-02 10:22:00,medio,Parada por falha em tc. Prioridade medio.,10
206,13,206,164,35,corretiva,concluido,2026-04-12 02:31:00,2026-04-12 18:31:00,alto,Parada por falha em tc. Prioridade alto.,16
207,13,207,165,,corretiva,nao atribuido,2026-05-31 22:43:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
208,13,208,166,29,corretiva,concluido,2026-04-08 04:29:00,2026-04-08 20:29:00,baixo,Parada por falha em angiografia. Prioridade baixo.,16
209,14,209,167,26,corretiva,concluido,2026-01-14 11:40:00,2026-01-15 08:40:00,alto,Parada por falha em tc. Prioridade alto.,21
210,14,210,168,51,corretiva,atribuido,2026-05-29 09:51:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
211,14,211,,27,preventiva,concluido,2025-12-30 08:00:00,2025-12-30 21:00:00,medio,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade medio.,13
212,14,212,169,26,corretiva,atribuido,2026-06-02 16:22:00,,baixo,Parada por falha em tc. Prioridade baixo.,
213,14,213,170,21,corretiva,em andamento,2026-06-02 16:00:00,,medio,Parada por falha em pet. Prioridade medio.,
214,14,214,171,25,corretiva,atribuido,2026-05-27 18:10:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
215,14,215,,59,preventiva,concluido,2026-05-23 09:00:00,2026-05-25 02:00:00,alto,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade alto.,41
216,14,216,172,6,corretiva,concluido,2026-01-14 09:10:00,2026-01-15 01:10:00,medio,Parada por falha em tc. Prioridade medio.,16
217,14,217,173,20,corretiva,concluido,2026-01-30 07:05:00,2026-01-30 13:05:00,alto,Parada por falha em raio x. Prioridade alto.,6
218,14,218,174,,corretiva,nao atribuido,2026-05-27 05:50:00,,baixo,Parada por falha em pet. Prioridade baixo.,
219,14,219,,10,preventiva,concluido,2026-01-13 01:00:00,2026-01-13 19:00:00,medio,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade medio.,18
220,14,220,175,9,corretiva,atribuido,2026-05-24 19:26:00,,alto,Parada por falha em pet. Prioridade alto.,
221,14,221,176,32,corretiva,concluido,2026-02-14 14:02:00,2026-02-15 04:02:00,alto,Parada por falha em raio x. Prioridade alto.,14
222,14,222,177,,corretiva,nao atribuido,2026-05-27 13:17:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
223,14,223,,59,preventiva,concluido,2026-01-07 05:00:00,2026-01-09 00:00:00,baixo,Chamado preventiva para ultrassom. Motivo: MTBF proximo do vencimento. Prioridade baixo.,43
224,14,224,,20,preventiva,concluido,2026-01-15 03:00:00,2026-01-16 16:00:00,medio,Chamado preventiva para arco cirurgico. Motivo: MTBF proximo do vencimento. Prioridade medio.,37
225,15,225,178,59,corretiva,em andamento,2026-05-29 12:34:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
226,15,226,179,37,corretiva,concluido,2026-04-27 21:15:00,2026-04-28 08:15:00,baixo,Parada por falha em tc. Prioridade baixo.,11
227,15,227,180,5,corretiva,concluido,2026-03-25 17:34:00,2026-03-26 00:34:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,7
228,15,228,,57,preventiva,concluido,2026-05-05 20:00:00,2026-05-07 20:00:00,alto,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade alto.,48
229,15,229,,15,preventiva,concluido,2026-01-13 05:00:00,2026-01-15 08:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,51
230,15,230,181,32,corretiva,concluido,2025-12-27 11:01:00,2025-12-28 00:01:00,alto,Parada por falha em pet. Prioridade alto.,13
231,15,231,182,4,corretiva,concluido,2026-04-03 06:32:00,2026-04-04 03:32:00,baixo,Parada por falha em tc. Prioridade baixo.,21
232,15,232,183,60,corretiva,atribuido,2026-05-29 12:27:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
233,15,233,184,,corretiva,nao atribuido,2026-05-24 20:11:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
234,15,234,185,7,corretiva,concluido,2026-02-10 12:17:00,2026-02-11 04:17:00,baixo,Parada por falha em tc. Prioridade baixo.,16
235,15,235,186,,corretiva,nao atribuido,2026-05-31 21:53:00,,alto,Parada por falha em pet. Prioridade alto.,
236,15,236,187,,corretiva,nao atribuido,2026-06-02 17:46:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
237,15,237,188,26,corretiva,atribuido,2026-05-30 16:42:00,,alto,Parada por falha em angiografia. Prioridade alto.,
238,15,238,,13,preventiva,concluido,2026-01-07 22:00:00,2026-01-09 14:00:00,alto,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade alto.,40
239,15,239,189,24,corretiva,atribuido,2026-05-26 05:39:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
240,15,240,190,59,corretiva,atribuido,2026-05-28 21:17:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
241,16,241,,25,preventiva,concluido,2026-02-26 16:00:00,2026-02-28 00:00:00,medio,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade medio.,32
242,16,242,191,43,corretiva,concluido,2026-03-19 05:46:00,2026-03-19 14:46:00,alto,Parada por falha em angiografia. Prioridade alto.,9
243,16,243,192,23,corretiva,em andamento,2026-05-25 04:13:00,,medio,Parada por falha em pet. Prioridade medio.,
244,16,244,,56,preventiva,concluido,2026-03-04 16:00:00,2026-03-06 08:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,40
245,16,245,193,,corretiva,nao atribuido,2026-05-25 23:12:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
246,16,246,194,,corretiva,nao atribuido,2026-05-27 08:04:00,,medio,Parada por falha em tc. Prioridade medio.,
247,16,247,195,49,corretiva,concluido,2026-05-18 18:31:00,2026-05-19 11:31:00,alto,Parada por falha em angiografia. Prioridade alto.,17
248,16,248,196,60,corretiva,concluido,2026-02-21 14:34:00,2026-02-22 07:34:00,alto,Parada por falha em raio x. Prioridade alto.,17
249,16,249,197,4,corretiva,atribuido,2026-05-31 14:14:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
250,16,250,198,12,corretiva,concluido,2026-04-13 15:21:00,2026-04-14 06:21:00,baixo,Parada por falha em angiografia. Prioridade baixo.,15
251,16,251,199,19,corretiva,em andamento,2026-05-27 20:15:00,,medio,Parada por falha em pet. Prioridade medio.,
252,16,252,200,,corretiva,nao atribuido,2026-05-31 09:57:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
253,16,253,,25,preventiva,concluido,2026-01-24 14:00:00,2026-01-26 00:00:00,baixo,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade baixo.,34
254,16,254,201,13,corretiva,atribuido,2026-05-29 20:03:00,,medio,Parada por falha em tc. Prioridade medio.,
255,16,255,,11,preventiva,concluido,2026-01-25 02:00:00,2026-01-25 23:00:00,alto,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade alto.,21
256,16,256,202,32,corretiva,atribuido,2026-05-31 10:33:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
257,17,257,203,40,corretiva,concluido,2026-04-18 17:29:00,2026-04-19 16:29:00,medio,Parada por falha em ultrassom. Prioridade medio.,23
258,17,258,204,51,corretiva,concluido,2026-01-18 12:21:00,2026-01-19 09:21:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,21
259,17,259,,15,preventiva,concluido,2026-02-04 22:00:00,2026-02-06 11:00:00,medio,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade medio.,37
260,17,260,,30,preventiva,concluido,2026-02-21 06:00:00,2026-02-22 13:00:00,alto,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade alto.,31
261,17,261,205,2,corretiva,concluido,2026-04-06 18:47:00,2026-04-07 11:47:00,medio,Parada por falha em angiografia. Prioridade medio.,17
262,17,262,206,37,corretiva,concluido,2026-01-13 05:29:00,2026-01-13 20:29:00,alto,Parada por falha em raio x. Prioridade alto.,15
263,17,263,,22,preventiva,concluido,2026-02-07 20:00:00,2026-02-08 13:00:00,medio,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade medio.,17
264,17,264,207,53,corretiva,concluido,2026-03-10 15:17:00,2026-03-11 14:17:00,baixo,Parada por falha em angiografia. Prioridade baixo.,23
265,17,265,,24,preventiva,concluido,2026-05-17 07:00:00,2026-05-18 20:00:00,alto,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade alto.,37
266,17,266,208,37,corretiva,atribuido,2026-05-29 02:39:00,,medio,Parada por falha em tc. Prioridade medio.,
267,17,267,209,4,corretiva,em andamento,2026-05-31 02:01:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
268,17,268,210,60,corretiva,atribuido,2026-05-25 17:54:00,,medio,Parada por falha em ultrassom. Prioridade medio.,
269,17,269,211,35,corretiva,atribuido,2026-05-29 12:16:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
270,17,270,212,20,corretiva,em andamento,2026-06-04 05:10:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
271,17,271,213,4,corretiva,concluido,2026-02-22 08:12:00,2026-02-22 18:12:00,baixo,Parada por falha em ultrassom. Prioridade baixo.,10
272,17,272,214,,corretiva,nao atribuido,2026-06-02 12:54:00,,alto,Parada por falha em angiografia. Prioridade alto.,
273,18,273,215,,corretiva,nao atribuido,2026-06-01 05:21:00,,alto,Parada por falha em angiografia. Prioridade alto.,
274,18,274,,9,preventiva,concluido,2026-02-26 09:00:00,2026-02-26 16:00:00,medio,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade medio.,7
275,18,275,216,15,corretiva,em andamento,2026-05-30 06:01:00,,baixo,Parada por falha em pet. Prioridade baixo.,
276,18,276,,58,preventiva,concluido,2026-01-12 19:00:00,2026-01-14 18:00:00,baixo,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade baixo.,47
277,18,277,,13,preventiva,concluido,2025-12-29 23:00:00,2026-01-01 01:00:00,alto,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade alto.,50
278,18,278,217,,corretiva,nao atribuido,2026-06-03 02:17:00,,baixo,Parada por falha em pet. Prioridade baixo.,
279,18,279,,51,preventiva,concluido,2026-01-06 21:00:00,2026-01-08 22:00:00,baixo,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade baixo.,49
280,18,280,218,,corretiva,nao atribuido,2026-05-26 02:27:00,,baixo,Parada por falha em pet. Prioridade baixo.,
281,18,281,219,16,corretiva,concluido,2026-04-05 21:53:00,2026-04-06 05:53:00,medio,Parada por falha em arco cirurgico. Prioridade medio.,8
282,18,282,220,32,corretiva,atribuido,2026-05-26 10:55:00,,baixo,Parada por falha em angiografia. Prioridade baixo.,
283,18,283,221,51,corretiva,concluido,2026-03-05 17:01:00,2026-03-06 07:01:00,medio,Parada por falha em pet. Prioridade medio.,14
284,18,284,222,45,corretiva,concluido,2026-01-26 07:38:00,2026-01-26 17:38:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,10
285,18,285,223,,corretiva,nao atribuido,2026-06-03 09:11:00,,baixo,Parada por falha em pet. Prioridade baixo.,
286,18,286,224,10,corretiva,concluido,2026-01-27 21:16:00,2026-01-28 01:16:00,alto,Parada por falha em ultrassom. Prioridade alto.,4
287,18,287,225,,corretiva,nao atribuido,2026-05-31 12:31:00,,baixo,Parada por falha em tc. Prioridade baixo.,
288,18,288,226,24,corretiva,em andamento,2026-05-30 11:04:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
289,19,289,,24,preventiva,concluido,2026-01-22 05:00:00,2026-01-22 22:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,17
290,19,290,227,41,corretiva,concluido,2026-02-16 17:58:00,2026-02-17 04:58:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,11
291,19,291,228,19,corretiva,em andamento,2026-05-28 10:50:00,,alto,Parada por falha em arco cirurgico. Prioridade alto.,
292,19,292,229,7,corretiva,concluido,2026-02-14 11:57:00,2026-02-15 00:57:00,baixo,Parada por falha em angiografia. Prioridade baixo.,13
293,19,293,,51,preventiva,concluido,2026-01-09 03:00:00,2026-01-09 14:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,11
294,19,294,,37,preventiva,concluido,2026-03-07 05:00:00,2026-03-07 13:00:00,alto,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade alto.,8
295,19,295,,51,preventiva,concluido,2026-02-28 19:00:00,2026-03-02 11:00:00,alto,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade alto.,40
296,19,296,230,53,corretiva,em andamento,2026-06-01 10:32:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
297,19,297,231,35,corretiva,concluido,2025-12-31 10:48:00,2026-01-01 02:48:00,medio,Parada por falha em angiografia. Prioridade medio.,16
298,19,298,,53,preventiva,concluido,2026-02-10 23:00:00,2026-02-11 10:00:00,baixo,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade baixo.,11
299,19,299,232,21,corretiva,concluido,2026-04-21 14:50:00,2026-04-22 11:50:00,alto,Parada por falha em ultrassom. Prioridade alto.,21
300,19,300,233,13,corretiva,atribuido,2026-05-31 08:24:00,,baixo,Parada por falha em tc. Prioridade baixo.,
301,19,301,234,35,corretiva,concluido,2026-02-10 10:24:00,2026-02-10 15:24:00,alto,Parada por falha em tc. Prioridade alto.,5
302,19,302,235,10,corretiva,concluido,2026-01-18 16:54:00,2026-01-19 08:54:00,baixo,Parada por falha em ultrassom. Prioridade baixo.,16
303,19,303,236,26,corretiva,concluido,2026-02-24 07:06:00,2026-02-25 05:06:00,medio,Parada por falha em angiografia. Prioridade medio.,22
304,19,304,,22,preventiva,concluido,2026-03-09 12:00:00,2026-03-10 10:00:00,medio,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade medio.,22
305,20,305,237,,corretiva,nao atribuido,2026-05-28 16:17:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
306,20,306,238,39,corretiva,concluido,2026-01-23 04:57:00,2026-01-23 14:57:00,baixo,Parada por falha em pet. Prioridade baixo.,10
307,20,307,239,35,corretiva,concluido,2026-01-18 03:02:00,2026-01-19 02:02:00,alto,Parada por falha em tc. Prioridade alto.,23
308,20,308,240,38,corretiva,atribuido,2026-05-30 06:50:00,,alto,Parada por falha em angiografia. Prioridade alto.,
309,20,309,241,25,corretiva,concluido,2026-01-18 18:44:00,2026-01-19 09:44:00,medio,Parada por falha em pet. Prioridade medio.,15
310,20,310,242,,corretiva,nao atribuido,2026-05-31 18:38:00,,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,
311,20,311,243,18,corretiva,concluido,2026-03-27 01:56:00,2026-03-27 14:56:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,13
312,20,312,244,42,corretiva,em andamento,2026-05-25 04:15:00,,baixo,Parada por falha em tc. Prioridade baixo.,
313,20,313,,20,preventiva,concluido,2026-04-18 12:00:00,2026-04-20 05:00:00,medio,Chamado preventiva para raio x. Motivo: MTBF proximo do vencimento. Prioridade medio.,41
314,20,314,,18,preventiva,concluido,2026-02-19 12:00:00,2026-02-20 06:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade medio.,18
315,20,315,245,7,corretiva,concluido,2026-01-17 13:20:00,2026-01-18 13:20:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,24
316,20,316,246,12,corretiva,em andamento,2026-06-01 00:50:00,,medio,Parada por falha em angiografia. Prioridade medio.,
317,20,317,247,,corretiva,nao atribuido,2026-06-02 08:55:00,,alto,Parada por falha em tc. Prioridade alto.,
318,20,318,248,6,corretiva,em andamento,2026-05-26 11:40:00,,alto,Parada por falha em angiografia. Prioridade alto.,
319,20,319,249,35,corretiva,atribuido,2026-05-24 19:39:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
320,20,320,250,,corretiva,nao atribuido,2026-05-26 11:05:00,,alto,Parada por falha em raio x. Prioridade alto.,
321,21,321,251,19,corretiva,concluido,2026-01-10 17:14:00,2026-01-11 02:14:00,baixo,Parada por falha em angiografia. Prioridade baixo.,9
322,21,322,,14,preventiva,concluido,2026-02-14 09:00:00,2026-02-15 19:00:00,medio,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade medio.,34
323,21,323,252,33,corretiva,atribuido,2026-05-25 15:16:00,,alto,Parada por falha em arco cirurgico. Prioridade alto.,
324,21,324,,48,preventiva,concluido,2026-02-17 21:00:00,2026-02-19 01:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade medio.,28
325,21,325,253,33,corretiva,atribuido,2026-05-29 00:04:00,,medio,Parada por falha em raio x. Prioridade medio.,
326,21,326,,9,preventiva,concluido,2026-04-07 03:00:00,2026-04-08 12:00:00,baixo,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade baixo.,33
327,21,327,254,,corretiva,nao atribuido,2026-06-03 22:13:00,,medio,Parada por falha em ultrassom. Prioridade medio.,
328,21,328,255,,corretiva,nao atribuido,2026-05-28 00:19:00,,baixo,Parada por falha em pet. Prioridade baixo.,
329,21,329,256,28,corretiva,concluido,2026-04-09 03:28:00,2026-04-10 03:28:00,medio,Parada por falha em tc. Prioridade medio.,24
330,21,330,257,7,corretiva,concluido,2026-05-01 17:34:00,2026-05-02 08:34:00,medio,Parada por falha em arco cirurgico. Prioridade medio.,15
331,21,331,,58,preventiva,concluido,2026-04-14 12:00:00,2026-04-16 12:00:00,alto,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade alto.,48
332,21,332,258,53,corretiva,em andamento,2026-06-04 14:55:00,,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,
333,21,333,259,,corretiva,nao atribuido,2026-05-31 15:11:00,,baixo,Parada por falha em tc. Prioridade baixo.,
334,21,334,260,2,corretiva,em andamento,2026-05-31 15:12:00,,medio,Parada por falha em raio x. Prioridade medio.,
335,21,335,,44,preventiva,concluido,2026-03-30 13:00:00,2026-03-31 01:00:00,alto,Chamado preventiva para raio x. Motivo: MTBF proximo do vencimento. Prioridade alto.,12
336,21,336,261,,corretiva,nao atribuido,2026-05-27 10:01:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
337,22,337,262,31,corretiva,concluido,2026-03-12 21:47:00,2026-03-13 06:47:00,baixo,Parada por falha em tc. Prioridade baixo.,9
338,22,338,,30,preventiva,concluido,2026-04-25 07:00:00,2026-04-26 06:00:00,baixo,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade baixo.,23
339,22,339,263,59,corretiva,concluido,2026-02-16 03:51:00,2026-02-17 01:51:00,alto,Parada por falha em ultrassom. Prioridade alto.,22
340,22,340,,1,preventiva,concluido,2026-03-20 16:00:00,2026-03-22 11:00:00,baixo,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade baixo.,43
341,22,341,264,,corretiva,nao atribuido,2026-05-26 01:26:00,,baixo,Parada por falha em angiografia. Prioridade baixo.,
342,22,342,265,24,corretiva,atribuido,2026-05-28 04:41:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
343,22,343,266,7,corretiva,em andamento,2026-06-03 19:24:00,,alto,Parada por falha em angiografia. Prioridade alto.,
344,22,344,267,,corretiva,nao atribuido,2026-05-25 08:43:00,,alto,Parada por falha em tc. Prioridade alto.,
345,22,345,268,10,corretiva,atribuido,2026-05-29 18:12:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
346,22,346,269,,corretiva,nao atribuido,2026-06-04 17:18:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
347,22,347,270,50,corretiva,concluido,2026-03-19 23:02:00,2026-03-20 12:02:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,13
348,22,348,271,4,corretiva,atribuido,2026-06-02 22:07:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
349,22,349,272,38,corretiva,em andamento,2026-06-04 11:45:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
350,22,350,273,51,corretiva,concluido,2026-01-05 17:52:00,2026-01-06 16:52:00,baixo,Parada por falha em angiografia. Prioridade baixo.,23
351,22,351,,18,preventiva,concluido,2026-03-15 17:00:00,2026-03-17 13:00:00,alto,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade alto.,44
352,22,352,274,20,corretiva,concluido,2026-02-11 18:37:00,2026-02-12 12:37:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,18
353,23,353,275,1,corretiva,concluido,2026-03-13 13:23:00,2026-03-14 05:23:00,alto,Parada por falha em raio x. Prioridade alto.,16
354,23,354,276,7,corretiva,concluido,2026-04-19 14:45:00,2026-04-19 20:45:00,medio,Parada por falha em tc. Prioridade medio.,6
355,23,355,277,29,corretiva,concluido,2026-02-15 09:01:00,2026-02-15 21:01:00,alto,Parada por falha em angiografia. Prioridade alto.,12
356,23,356,278,,corretiva,nao atribuido,2026-05-28 08:39:00,,alto,Parada por falha em angiografia. Prioridade alto.,
357,23,357,279,,corretiva,nao atribuido,2026-05-27 14:45:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
358,23,358,280,28,corretiva,concluido,2026-05-13 04:29:00,2026-05-13 19:29:00,baixo,Parada por falha em tc. Prioridade baixo.,15
359,23,359,281,28,corretiva,atribuido,2026-06-02 09:33:00,,alto,Parada por falha em tc. Prioridade alto.,
360,23,360,282,,corretiva,nao atribuido,2026-05-26 09:06:00,,alto,Parada por falha em pet. Prioridade alto.,
361,23,361,,25,preventiva,concluido,2026-04-04 15:00:00,2026-04-06 00:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade medio.,33
362,23,362,283,,corretiva,nao atribuido,2026-05-30 18:43:00,,medio,Parada por falha em tc. Prioridade medio.,
363,23,363,284,15,corretiva,em andamento,2026-05-26 18:13:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
364,23,364,,7,preventiva,concluido,2026-05-16 15:00:00,2026-05-17 21:00:00,medio,Chamado preventiva para arco cirurgico. Motivo: MTBF proximo do vencimento. Prioridade medio.,30
365,23,365,285,,corretiva,nao atribuido,2026-05-29 14:16:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
366,23,366,286,4,corretiva,concluido,2026-01-28 10:15:00,2026-01-29 03:15:00,baixo,Parada por falha em raio x. Prioridade baixo.,17
367,23,367,,46,preventiva,concluido,2026-03-03 15:00:00,2026-03-04 00:00:00,medio,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade medio.,9
368,23,368,,45,preventiva,concluido,2026-03-24 13:00:00,2026-03-26 11:00:00,alto,Chamado preventiva para ultrassom. Motivo: MTBF proximo do vencimento. Prioridade alto.,46
369,24,369,,55,preventiva,concluido,2026-03-24 14:00:00,2026-03-26 13:00:00,medio,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade medio.,47
370,24,370,,44,preventiva,concluido,2026-05-21 20:00:00,2026-05-24 00:00:00,alto,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade alto.,52
371,24,371,287,,corretiva,nao atribuido,2026-05-30 00:15:00,,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,
372,24,372,288,,corretiva,nao atribuido,2026-05-27 18:03:00,,alto,Parada por falha em pet. Prioridade alto.,
373,24,373,,47,preventiva,concluido,2026-03-01 14:00:00,2026-03-02 20:00:00,alto,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade alto.,30
374,24,374,,45,preventiva,concluido,2026-03-08 13:00:00,2026-03-09 13:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade medio.,24
375,24,375,289,20,corretiva,concluido,2026-05-14 13:00:00,2026-05-15 00:00:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,11
376,24,376,290,51,corretiva,concluido,2026-04-06 19:18:00,2026-04-07 11:18:00,alto,Parada por falha em tc. Prioridade alto.,16
377,24,377,291,32,corretiva,concluido,2026-05-20 09:40:00,2026-05-21 01:40:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,16
378,24,378,292,55,corretiva,em andamento,2026-06-01 20:57:00,,medio,Parada por falha em raio x. Prioridade medio.,
379,24,379,293,,corretiva,nao atribuido,2026-05-30 00:15:00,,medio,Parada por falha em angiografia. Prioridade medio.,
380,24,380,294,11,corretiva,atribuido,2026-05-25 17:14:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
381,24,381,295,12,corretiva,atribuido,2026-06-02 16:16:00,,baixo,Parada por falha em angiografia. Prioridade baixo.,
382,24,382,296,26,corretiva,em andamento,2026-05-26 22:51:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
383,24,383,,30,preventiva,concluido,2026-03-23 05:00:00,2026-03-24 19:00:00,medio,Chamado preventiva para raio x. Motivo: MTBF proximo do vencimento. Prioridade medio.,38
384,24,384,,58,preventiva,concluido,2026-05-06 18:00:00,2026-05-07 10:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade alto.,16
385,25,385,297,,corretiva,nao atribuido,2026-06-03 17:08:00,,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,
386,25,386,298,,corretiva,nao atribuido,2026-06-03 01:19:00,,medio,Parada por falha em ultrassom. Prioridade medio.,
387,25,387,,29,preventiva,concluido,2026-01-30 04:00:00,2026-01-31 19:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade alto.,39
388,25,388,299,26,corretiva,concluido,2025-12-31 05:55:00,2025-12-31 14:55:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,9
389,25,389,300,19,corretiva,atribuido,2026-05-28 10:41:00,,medio,Parada por falha em angiografia. Prioridade medio.,
390,25,390,,23,preventiva,concluido,2026-03-08 06:00:00,2026-03-09 22:00:00,alto,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade alto.,40
391,25,391,301,5,corretiva,concluido,2026-01-13 21:10:00,2026-01-14 15:10:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,18
392,25,392,302,13,corretiva,atribuido,2026-05-30 11:33:00,,alto,Parada por falha em tc. Prioridade alto.,
393,25,393,303,42,corretiva,atribuido,2026-06-03 22:49:00,,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,
